,Unnamed: 0,post_title_texts,post_prices,sqfts,post_links,bedroom_counts,post_hoods,post_timing,No_of_bathrooms,No_of_bedrooms,latitude,longitude,pet,laundry,parking,floor,Apartment_type,smoking
92,92,"LAST ONE! W/D, Pool, 2 Gyms, PET FRDNLY, AC, PATIO, Dog Prk",1345,650.0,https://philadelphia.craigslist.org/apa/d/west-chester-last-one-d-pool-gyms-pet/7269668094.html,1.0, (West Chester),2021-02-18 15:33, 1Ba,1BR ,39.9441,-75.5882,both pets,in unit,off-street,nan,multi,no smoking
93,93,Private Room for rent in 2 bedroom Fishtown apartment,1025,1100.0,https://philadelphia.craigslist.org/apa/d/philadelphia-private-room-for-rent-in/7276450455.html,1.0, (Philadelphia),2021-02-18 15:30, 1.5Ba,1BR ,39.969,-75.1337,no pet,in unit,no,wood,multi,nan
94,94,Beautiful unique bi-level apt with outdoor space (Northern Liberties),1250,,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-unique-bi-level/7277111330.html,1.0, (Northern Liberties),2021-02-18 15:26, 1Ba,1BR ,39.96567,-75.144002,dogs,on site,no,wood,multi,nan
95,95,"Beautiful 2br apt.  Laundry, Central Air, outdoor space",1300,,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-2br-apt-laundry/7274530721.html,2.0, (Fishtown),2021-02-18 15:26, 1Ba,2BR ,39.981383,-75.127579,dogs,on site,no,nan,multi,nan
96,96,"Fitness Center, Parking Garage, Central Heating and Cooling",3361,,https://philadelphia.craigslist.org/apa/d/philadelphia-fitness-center-parking/7279335343.html,2.0, (Philadelphia),2021-02-18 15:24, 2Ba,2BR ,39.9597,-75.2024,no pet,in unit,no,nan,multi,nan
97,97,"Wireless & High Speed Internet Access, Valet Trash, Garbage disposal",1650,836.0,https://philadelphia.craigslist.org/apa/d/west-chester-wireless-high-speed/7279327250.html,1.0," (1000 Skiles Boulevard, West Chester, PA, US)",2021-02-18 15:24, 1Ba,1BR ,39.929855,-75.582336,both pets,in unit,off-street,nan,multi,no smoking
98,98,Manayunk - 5 Bedrooms parking,3200,,https://philadelphia.craigslist.org/apa/d/philadelphia-manayunk-bedrooms-parking/7269314730.html,5.0, (Manayunk),2021-02-18 15:15, 3Ba,5BR ,40.029601,-75.22581,no pet,in unit,protected,wood,single,nan
99,99,"In-Unit Laundry, Controlled Access, Dishwasher",1780,477.0,https://philadelphia.craigslist.org/apa/d/philadelphia-in-unit-laundry-controlled/7271738523.html,1.0," (1401 Arch Street, Philadelphia, PA)",2021-02-18 15:15, 1Ba,1BR ,39.954424,-75.163215,both pets,in unit,no,nan,multi,no smoking
100,100,Ready to move,1100,,https://philadelphia.craigslist.org/apa/d/abington-ready-to-move/7277888641.html,1.0, (Philly and surrounding burbs),2021-02-18 15:14, 1Ba,1BR ,40.1238,-75.1148,no pet,on site,no,nan,multi,nan
101,101,"SPECIAL! Reduced Rent! W/D, SS Appliances, Brkfst Bar, & Elevator BLD!",1499,935.0,https://philadelphia.craigslist.org/apa/d/west-chester-special-reduced-rent-d-ss/7279321366.html,2.0, (West Chester),2021-02-18 15:14, 1.5Ba,2BR ,39.966777,-75.602417,both pets,in unit,off-street,nan,multi,no smoking
102,102,"N Orkney St, Charismatic 2 Bedroom/ 2 Bath Townhouse For Rent",778,927.0,https://philadelphia.craigslist.org/apa/d/philadelphia-orkney-st-charismatic/7276044716.html,2.0," (Philadelphia, PA)",2021-02-18 15:13, 2Ba,2BR ,39.966,-75.151,no pet,in unit,no,wood,single,nan
103,103,"Pennsylvania Ave APT 504, APPEALING CONDO FOR RENT",677,805.0,https://philadelphia.craigslist.org/apa/d/philadelphia-pennsylvania-ave-apt-504/7276039785.html,1.0," (Philadelphia, PA)",2021-02-18 15:13, 1Ba,1BR ,39.9677,-75.1735,no pet,on site,no,wood,multi,nan
104,104,"Brown St #3, Stunning 2 BR 1 BA Condo For Rent",726,888.0,https://philadelphia.craigslist.org/apa/d/philadelphia-brown-st-stunning-br-ba/7276042217.html,2.0," (Philadelphia, PA)",2021-02-18 15:13, 1Ba,2BR ,39.9677,-75.1735,no pet,in unit,no,wood,multi,nan
105,105,Do NOT RENT AT BRITH SHOLOM,800,,https://philadelphia.craigslist.org/apa/d/philadelphia-do-not-rent-at-brith-sholom/7279301997.html,1.0, (PHILADELPHIA),2021-02-18 15:10, 1Ba,1BR ,39.9845,-75.2282,no pet,on site,off-street,nan,multi,nan
106,106,"Fire Pit, Security Camera, Kitchen Island",1480,338.0,https://philadelphia.craigslist.org/apa/d/philadelphia-fire-pit-security-camera/7279326210.html,," (1401 Arch Street, Philadelphia, PA)",2021-02-18 15:09, 1Ba,0BR ,39.954424,-75.163215,both pets,in unit,no,nan,multi,no smoking
107,107,"CLOSE TO AMENITIES, CENTRAL HEATING AND AIR, VIDEO SURVEILLANCE",1472,900.0,https://philadelphia.craigslist.org/apa/d/philadelphia-close-to-amenities-central/7275950892.html,2.0, (Washington Square West),2021-02-18 15:08, 1Ba,2BR ,39.94516,-75.158119,cats,on site,no,nan,multi,no smoking
108,108,ACT NOW - EARLY RESERVATION PROGRAM - LEASING FOR FALL NOW!!,1640,582.0,https://philadelphia.craigslist.org/apa/d/philadelphia-act-now-early-reservation/7277376767.html,, (ARRIVE UNIVERSITY CITY!!),2021-02-18 15:07, 1Ba,0BR ,39.95618,-75.194152,both pets,in unit,proctected,nan,multi,nan
109,109,"Hardwood Flooring, Pets Accepted, Fitness Center/Gym",1000,790.0,https://philadelphia.craigslist.org/apa/d/philadelphia-hardwood-flooring-pets/7279313322.html,1.0," (6242 Roosevelt Boulevard, Philadelphia, PA)",2021-02-18 15:00, 1Ba,1BR ,40.03458,-75.073844,both pets,no laundry,proctected,nan,multi,nan
110,110,Complete your virtual tour today!,1044,,https://philadelphia.craigslist.org/apa/d/philadelphia-complete-your-virtual-tour/7279320575.html,, (Northeast Philadelphia),2021-02-18 15:00, 1Ba,0BR ,40.0596,-75.0818,both pets,in unit,no,nan,multi,no smoking
111,111,"Fantastic Location, Hardwood, Washer/Dryer, Floor to Ceiling Windows",1360,541.0,https://philadelphia.craigslist.org/apa/d/philadelphia-fantastic-location/7279293908.html,, (Rittenhouse Square),2021-02-18 14:57, 1Ba,0BR ,39.952141,-75.174199,both pets,in unit,no,nan,multi,nan
112,112,"☃️PETS, W/D, Patio/Two-Entries, D/W, Gym Open☃️",1345,720.0,https://philadelphia.craigslist.org/apa/d/west-chester-pets-d-patio-two-entries-w/7279318294.html,1.0, (Near downtown West Chester),2021-02-18 14:56, 1Ba,1BR ,39.96915,-75.561175,both pets,in unit,off-street,nan,multi,nan
113,113,Studio Apartment,1650,,https://philadelphia.craigslist.org/apa/d/plymouth-meeting-studio-apartment/7279316930.html,1.0, (Plymouth Meeting),2021-02-18 14:54, 1Ba,1BR ,40.1077,-75.2796,both pets,on site,off-street,nan,multi,no smoking
114,114,Junior 1BR apartment with ALL UTILITIES INCLUDED!,1295,350.0,https://philadelphia.craigslist.org/apa/d/philadelphia-junior-1br-apartment-with/7279315479.html,1.0, (17th and Lombard st),2021-02-18 14:52, 1Ba,1BR ,39.945306,-75.170429,cats,on site,no,wood,multi,nan
115,115,"Self-Cleaning Oven, Business Center with Private Work Stations",1999,1199.0,https://philadelphia.craigslist.org/apa/d/west-chester-self-cleaning-oven/7279309943.html,2.0, (West Chester),2021-02-18 14:48, 2Ba,2BR ,39.9441,-75.5882,both pets,in unit,proctected,nan,multi,nan
116,116,Fabulous 2 Bedroom 2.5 Bath townhome,1920,1310.0,https://philadelphia.craigslist.org/apa/d/exton-fabulous-bedroom-25-bath-townhome/7279309639.html,2.0," (Exton, Downingtown, West Chester)",2021-02-18 14:42, 2.5Ba,2BR ,40.0468,-75.6432,cats,in unit,off-street,nan,single,nan
117,117,"YARDLEY, PA - 2 Bedroom",1500,,https://philadelphia.craigslist.org/apa/d/langhorne-yardley-pa-bedroom/7279308741.html,2.0," (Heacock Meadows-Lower Makefield, PA)",2021-02-18 14:41, 2Ba,2BR ,40.215718,-74.871343,no pet,in unit,proctected,carpet,multi,no smoking
118,118,"Keyless Entry, Walk-In Shower, Large Closet",1780,477.0,https://philadelphia.craigslist.org/apa/d/philadelphia-keyless-entry-walk-in/7278335895.html,1.0," (1401 Arch Street, Philadelphia, PA)",2021-02-18 14:39, 1Ba,1BR ,39.954424,-75.163215,both pets,in unit,no,nan,multi,no smoking
119,119,"24-hour Fitness Center, Oversized Closets, Cable Ready",1515,754.0,https://philadelphia.craigslist.org/apa/d/west-chester-24-hour-fitness-center/7279294976.html,1.0," (1000 Skiles Boulevard, West Chester, PA, US)",2021-02-18 14:38, 1Ba,1BR ,39.929855,-75.582336,both pets,in unit,off-street,nan,multi,no smoking
120,120,"Cable Ready, Oversized Bedrooms, Laundry in Building",1025,1000.0,https://philadelphia.craigslist.org/apa/d/philadelphia-cable-ready-oversized/7279302327.html,2.0," (5600 Ogontz Avenue, Philadelphia, PA)",2021-02-18 14:35, 1Ba,2BR ,40.038971,-75.149988,cats,on site,proctected,nan,multi,nan
121,121,"Private Entrance, Upgraded Eat-In Kitchen, Full Basement",1000,790.0,https://philadelphia.craigslist.org/apa/d/philadelphia-private-entrance-upgraded/7278334444.html,1.0," (6242 Roosevelt Boulevard, Philadelphia, PA)",2021-02-18 14:34, 1Ba,1BR ,40.03458,-75.073844,both pets,no laundry,proctected,nan,multi,nan
122,122,"THE BUILDING HAS A HISTORIC BROWNSTONE EXTERIOR, GRANDIOSE INTERIOR",1430,675.0,https://philadelphia.craigslist.org/apa/d/philadelphia-the-building-has-historic/7276952123.html,1.0, (1827-31 PINE ST #105R),2021-02-18 14:32, 1Ba,1BR ,39.9513,-75.1741,both pets,in unit,no,nan,multi,nan
123,123,"LUXURY APARTMENTS IN CENTER CITY PHILADELPHIA. BEAUTIFUL, NEW CENTER C",1376,424.0,https://philadelphia.craigslist.org/apa/d/philadelphia-luxury-apartments-in/7276958979.html,, (42 S 15TH STREET #STUDIO),2021-02-18 14:32, 1Ba,0BR ,39.9489,-75.1661,both pets,on site,no,nan,multi,nan
124,124,THIS UNIT HAS ONE LARGE BEDROOM AND ONE BATHROOM,1400,725.0,https://philadelphia.craigslist.org/apa/d/philadelphia-this-unit-has-one-large/7276947247.html,1.0, (2601 PENNSYLVANIA AVE #1029),2021-02-18 14:32, 1Ba,1BR ,39.9677,-75.1735,no pet,on site,no,nan,multi,nan
125,125,"CHECK OUT THIS MUST SEE 2 BEDROOM, 2 BATH APARTMENT WITH AMAZING URBAN",2315,1038.0,https://philadelphia.craigslist.org/apa/d/philadelphia-check-out-this-must-see/7274451722.html,2.0, (234 N COLUMBUS BLVD #402),2021-02-18 14:32, 2Ba,2BR ,39.9474,-75.1473,both pets,in unit,no,nan,multi,nan
126,126,THIS 1 BEDROOM 1 BATH IS APPROXIMATELY 675 SQUARE FEET,1430,675.0,https://philadelphia.craigslist.org/apa/d/philadelphia-this-bedroom-bath-is/7274447365.html,1.0, (1827-31 PINE ST #306R),2021-02-18 14:32, 1Ba,1BR ,39.9513,-75.1741,both pets,on site,no,nan,multi,nan
127,127,STEPS FROM THE THEATER DISTRICT AND RITTENHOUSE SQUARE,2210,1264.0,https://philadelphia.craigslist.org/apa/d/philadelphia-steps-from-the-theater/7274451675.html,2.0, (1500 LOCUST ST #2B/2BA),2021-02-18 14:32, 2Ba,2BR ,39.9489,-75.1661,both pets,in unit,no,nan,multi,nan
128,128,THIS ONE-BEDROOM CONDO IN THE CENTER CITY WEST/RITTENHOUSE SQUARE AREA,1900,530.0,https://philadelphia.craigslist.org/apa/d/philadelphia-this-one-bedroom-condo-in/7274456179.html,1.0, (37 S 20TH ST #6C),2021-02-18 14:32, 1Ba,1BR ,39.9513,-75.1741,both pets,on site,no,nan,multi,nan
129,129,URBAN CHARM AND SPACIOUS FLOORPLANS WITH HARDWOOD FLOORING THROUGHOUT,1495,600.0,https://philadelphia.craigslist.org/apa/d/philadelphia-urban-charm-and-spacious/7274447572.html,1.0, (721 SPRUCE ST #1B),2021-02-18 14:32, 1Ba,1BR ,39.9474,-75.1473,both pets,on site,no,nan,multi,nan
130,130,BILEVEL 3 BED 2 BATH ON 2 ND AND 3 RD FLOOR.WOOD FLOOR,2200,3669.0,https://philadelphia.craigslist.org/apa/d/philadelphia-bilevel-bed-bath-on-nd-and/7274451658.html,3.0, (618 S 2ND ST #2R),2021-02-18 14:32, 2Ba,3BR ,39.9362,-75.1563,no pet,on site,no,nan,single,nan
131,131,PINE STREET MANOR IS AN INTIMATE COMMUNITY SITUATED IN SOUGHT AFTER,1975,850.0,https://philadelphia.craigslist.org/apa/d/philadelphia-pine-street-manor-is-an/7274451625.html,1.0, (1827-31 PINE ST #203F),2021-02-18 14:32, 1Ba,1BR ,39.9513,-75.1741,both pets,in unit,no,nan,multi,nan
132,132,THIS STUNNING 2 BED 2 BATH BI-LEVEL APARTMENT WITH PARKING BOASTS ORIG,3000,1563.0,https://philadelphia.craigslist.org/apa/d/philadelphia-this-stunning-bed-bath-bi/7274441771.html,2.0, (1524 PINE ST #3),2021-02-18 14:32, 2Ba,2BR ,39.9489,-75.1661,both pets,on site,no,nan,single,nan
133,133,BEAUTIFULLY RENOVATED UNIT IN THE DESIRED COLONNADE BUILDING!,1275,556.0,https://philadelphia.craigslist.org/apa/d/philadelphia-beautifully-renovated-unit/7276958909.html,1.0, (1601 SPRING GARDEN ST #511),2021-02-18 14:32, 1Ba,1BR ,39.9677,-75.1735,both pets,in unit,no,nan,multi,nan
134,134,!! START THE NEW YEAR IN THIS PHILADELPHIA CHAPTER LANDMARK PROPERTY O,1540,800.0,https://philadelphia.craigslist.org/apa/d/philadelphia-start-the-new-year-in-this/7271908102.html,1.0, (ART MUSEUM (FAIRMO),2021-02-18 14:32, 1Ba,1BR ,39.9677,-75.1735,both pets,on site,no,nan,multi,nan
135,135,"BEAUTIFUL SOUTH FACING 2 BEDROOM, 2 FULL BATH CONDO IN THE TIVOLI TOWE",2600,1393.0,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-south-facing/7274441646.html,2.0, (1900 HAMILTON ST #502),2021-02-18 14:32, 2Ba,2BR ,39.9677,-75.1735,no pet,in unit,proctected,nan,multi,nan
136,136,CONTEMPORARY CONDOMINIUM TOWNHOME IN THE PRIME ART,3000,2282.0,https://philadelphia.craigslist.org/apa/d/philadelphia-contemporary-condominium/7274441732.html,3.0, (2339 WALLACE ST #A),2021-02-18 14:32, 2.5Ba,3BR ,39.9677,-75.1735,both pets,on site,proctected,nan,single,nan
137,137,"On-Site Management Team, Cable Ready, Upgraded Units Available",895,706.0,https://philadelphia.craigslist.org/apa/d/philadelphia-on-site-management-team/7279279992.html,1.0," (5600 Ogontz Avenue, Philadelphia, PA)",2021-02-18 14:31, 1Ba,1BR ,40.038971,-75.149988,cats,on site,proctected,nan,multi,nan
138,138,Midtown Village 2 BR 1 BATH,1100,,https://philadelphia.craigslist.org/apa/d/philadelphia-midtown-village-br-bath/7273657411.html,2.0, (Philadelphia),2021-02-18 14:30, 1Ba,2BR ,39.949639,-75.160372,no pet,in unit,no,nan,multi,nan
139,139,"Call for Details, Poolside Grill, Pets Welcome",1725,1078.0,https://philadelphia.craigslist.org/apa/d/bridgeport-call-for-details-poolside/7279302077.html,2.0, (Norristown),2021-02-18 14:30, 2Ba,2BR ,40.110645,-75.324535,both pets,in unit,no,nan,multi,no smoking
140,140,"LAST ONE! W/D, Pool, 2 Gyms, PET FRDNLY, AC, PATIO, Dog Prk",1345,650.0,https://philadelphia.craigslist.org/apa/d/west-chester-last-one-d-pool-gyms-pet/7268546913.html,1.0, (West Chester),2021-02-18 14:30, 1Ba,1BR ,39.9441,-75.5882,both pets,in unit,off-street,nan,multi,no smoking
141,141,LARGE 2 BEDROOM APARTMENT ON A DESIRED BLOCK IN FISHTOWN!,1800,3383.0,https://philadelphia.craigslist.org/apa/d/philadelphia-large-bedroom-apartment-on/7271911001.html,2.0, (FISHTOWN),2021-02-18 14:28, 1Ba,2BR ,39.9788,-75.1262,both pets,on site,no,nan,multi,nan
142,142,CONTEMPORARY CONDOMINIUM TOWNHOME IN THE PRIME ART,3000,2282.0,https://philadelphia.craigslist.org/apa/d/philadelphia-contemporary-condominium/7265396495.html,3.0, (FAIRMOUNT),2021-02-18 14:28, 2.5Ba,3BR ,39.9677,-75.1735,both pets,in unit,proctected,nan,single,nan
143,143,LUXURIOUS MODERN APARTMENT IN QUEENS VILLAGE!,2000,950.0,https://philadelphia.craigslist.org/apa/d/philadelphia-luxurious-modern-apartment/7265395512.html,2.0, (QUEEN VILLAGE),2021-02-18 14:28, 1Ba,2BR ,39.9362,-75.1563,both pets,on site,no,nan,multi,nan
144,144,"UPDATED 2 BEDROOM, 1 BATH IN WASHINGTON SQUARE WEST/ CENTER CITY",2395,1000.0,https://philadelphia.craigslist.org/apa/d/philadelphia-updated-bedroom-bath-in/7272439614.html,2.0, (311 S 12TH ST #3F),2021-02-18 14:28, 1Ba,2BR ,39.9487,-75.1593,cats,in unit,no,nan,single,nan
145,145,ONE BEDROOM APARTMENT FOR RENT IN CENTER CITY,1295,800.0,https://philadelphia.craigslist.org/apa/d/philadelphia-one-bedroom-apartment-for/7278132037.html,, (1234 PINE ST #2ND FLOOR),2021-02-18 14:28, 1Ba,0BR ,39.9487,-75.1593,no pet,on site,no,nan,multi,nan
146,146,THE SOCIETY HILL BUILDING IS A BEAUTIFUL MID-RISE COMMUNITY LOCATED IN,1530,660.0,https://philadelphia.craigslist.org/apa/d/philadelphia-the-society-hill-building/7278133536.html,1.0, (701 SANSOM ST #301),2021-02-18 14:28, 1Ba,1BR ,39.9474,-75.1473,both pets,on site,no,nan,multi,nan
147,147,"THIS LARGE, LOFT UNIT FEATURES CONCRETE FLOORS, EXPOSED BRICK",1695,888.0,https://philadelphia.craigslist.org/apa/d/philadelphia-this-large-loft-unit/7278132697.html,1.0, (1220 BUTTONWOOD ST),2021-02-18 14:28, 1Ba,1BR ,39.966,-75.151,both pets,in unit,off-street,nan,multi,nan
148,148,"2 BEDROOM, 1 BATHROOM GORGEOUSLY RENOVATED 3-STORY TRINITY IN THE HEAR",1850,822.0,https://philadelphia.craigslist.org/apa/d/philadelphia-bedroom-bathroom/7278132666.html,2.0, (810 S PERCY ST),2021-02-18 14:28, 1Ba,2BR ,39.9362,-75.1563,both pets,in unit,off-street,nan,single,nan
149,149,EXPERIENCE 3 STORIES OF PREMIER LUXURY! THIS INCREDIBLY BEAUTIFUL NEW,3000,2282.0,https://philadelphia.craigslist.org/apa/d/philadelphia-experience-stories-of/7278133953.html,3.0, (933 N FRONT ST #5),2021-02-18 14:28, 3Ba,3BR ,39.966,-75.151,both pets,on site,proctected,nan,single,nan
150,150,"THIS WONDERFUL PROPERTY INCLUDES HARDWOOD FLOORS, EXPOSED BRICK",2200,850.0,https://philadelphia.craigslist.org/apa/d/philadelphia-this-wonderful-property/7278132704.html,2.0, (1745 WEBSTER ST),2021-02-18 14:28, 1Ba,2BR ,39.9379,-75.1794,both pets,on site,no,nan,single,nan
151,151,ENJOY LIVING IN THIS FANTASTIC AND WELL DESIGNED TWO BEDROOM RESIDENCE,1730,,https://philadelphia.craigslist.org/apa/d/philadelphia-enjoy-living-in-this/7278133996.html,2.0, (235 S 15TH ST #601),2021-02-18 14:28, 1Ba,2BR ,39.9489,-75.1661,both pets,on site,no,nan,multi,nan
152,152,"CLEAN, SPACIOUS, 2 BEDROOM 2 1/2 BATHROOM UNIT IN THE BELGRAVIA, A WEL",2600,1329.0,https://philadelphia.craigslist.org/apa/d/philadelphia-clean-spacious-bedroom/7278133563.html,2.0, (1811-19 CHESTNUT ST #202),2021-02-18 14:28, 2.5Ba,2BR ,39.9513,-75.1741,both pets,on site,no,nan,multi,nan
153,153,QUEENSWALK IS A NEW LUXURY TOWNHOUSE DEVELOPMENT LOCATED IN QUEEN VILL,2950,2068.0,https://philadelphia.craigslist.org/apa/d/philadelphia-queenswalk-is-new-luxury/7278133945.html,3.0, (914 S 5TH ST #A),2021-02-18 14:28, 3Ba,3BR ,39.9362,-75.1563,both pets,on site,proctected,nan,single,nan
154,154,HARDWOOD THROUGHOUT. BASEMENT IS UNFINISHED WITH STORAGE AND LAUNDRY.,1450,800.0,https://philadelphia.craigslist.org/apa/d/philadelphia-hardwood-throughout/7278133976.html,2.0, (911 S SCHELL ST),2021-02-18 14:28, 1Ba,2BR ,39.9362,-75.1563,both pets,in unit,no,nan,single,nan
155,155,"FOR A LIMITED TIME, 1 MONTH'S FREE RENT IS BEING OFFERED ON THIS UNIT",1825,688.0,https://philadelphia.craigslist.org/apa/d/philadelphia-for-limited-time-months/7278134008.html,2.0, (1011 N HANCOCK ST #PH09),2021-02-18 14:28, 1Ba,2BR ,39.966,-75.151,both pets,in unit,no,nan,multi,nan
156,156,"Call for Details, Pool and Sundeck, Washer Dryer in Unit",1814,1206.0,https://philadelphia.craigslist.org/apa/d/lansdale-call-for-details-pool-and/7279300359.html,2.0, (Lansdale),2021-02-18 14:27, 2Ba,2BR ,40.226234,-75.283466,both pets,in unit,proctected,nan,multi,nan
157,157,THE HOUSE LOCATES IN A GREET NEIGHBORHOOD. IT IS A BY-LEVEL APARTMENT,1950,1992.0,https://philadelphia.craigslist.org/apa/d/philadelphia-the-house-locates-in-greet/7278136575.html,2.0, (704 S 4TH ST),2021-02-18 14:24, 2Ba,2BR ,39.9362,-75.1563,cats,on site,off-street,nan,single,nan
158,158,WELCOME TO THIS BEAUTIFUL BI-LEVEL LOFT RENTAL UNIT IN OLD CITY!,2250,985.0,https://philadelphia.craigslist.org/apa/d/philadelphia-welcome-to-this-beautiful/7278136600.html,2.0, (142 N 2ND ST #3),2021-02-18 14:24, 2Ba,2BR ,39.9474,-75.1473,both pets,on site,proctected,nan,multi,nan
159,159,ALL OF THE RESIDENTS OF THE AVENUE HAVE ACCESS TO THE FULLY FURNISHED,1700,700.0,https://philadelphia.craigslist.org/apa/d/philadelphia-all-of-the-residents-of/7278136613.html,1.0, (1513 RIDGE AVE #301),2021-02-18 14:24, 1Ba,1BR ,39.9677,-75.1735,both pets,on site,no,nan,single,nan
160,160,"Upgraded Units Available, Cable Ready, Laundry on SIte",1100,800.0,https://philadelphia.craigslist.org/apa/d/cheltenham-upgraded-units-available/7279291212.html,1.0," (6000 Tabor Avenue, Philadelphia, PA)",2021-02-18 14:19, 1Ba,1BR ,40.042487,-75.096603,both pets,on site,no,nan,multi,nan
