,post_title_texts,post_prices,sqfts,post_links,bedroom_counts,post_hoods,post_timing,No_of_bathrooms,latitude,longitude,pet,laundry,parking,Apartment_type
1799,"2600 Federal St, Unit A- GORGEOUS Corner Unit  in Modern Duplex!!",1650.0,1077.385775862069,https://philadelphia.craigslist.org/apa/d/philadelphia-2600-federal-st-unit/7277686973.html,2.0, (Grays Ferry),2021-02-17 09:59,2.0,39.938697,-75.186876,no pet,in unit,no,multi
1800,"715 Sansom St, Unit 2R- Jeweler's Row Apt w/ 2 MONTHS FREE!!!",1312.0,1077.385775862069,https://philadelphia.craigslist.org/apa/d/philadelphia-715-sansom-st-unit-2r/7268476202.html,2.0, (Washington Square),2021-02-17 09:59,1.0,39.948641,-75.15274,no pet,in unit,no,multi
1801,118 Olive St- Unbelievable 3 Bedroom Home w/ Roof Deck & Garage!,3900.0,2009.0,https://philadelphia.craigslist.org/apa/d/philadelphia-118-olive-st-unbelievable/7267442842.html,3.0, (Northern Liberties),2021-02-17 09:59,3.0,39.961806,-75.138701,no pet,in unit,proctected,single
1802,"1249 S. 21st St, Unit 1F- First Floor Studio w/ Washer/ Dryer!!",840.0,444.9761904761905,https://philadelphia.craigslist.org/apa/d/philadelphia-1249-21st-st-unit-1f-first/7267442736.html,0.0, (Point Breeze),2021-02-17 09:59,1.0,39.936196,-75.178902,no pet,in unit,no,multi
1803,"713 S. 51st St, Unit 1- Bi-Level 3 Bed w/ Huge Patio + 1 MONTH FREE!!",1781.0,1350.6103896103896,https://philadelphia.craigslist.org/apa/d/philadelphia-713-51st-st-unit-bi-level/7268479335.html,3.0, (West Philly),2021-02-17 09:59,2.0,39.948239,-75.225307,both pets,in unit,no,multi
1804,"1245 Ridge Ave, Unit 102- Stunning New 1 BDRM Close to Everything!!",1295.0,859.3345070422536,https://philadelphia.craigslist.org/apa/d/philadelphia-1245-ridge-ave-unit-102/7267449703.html,1.0, (Poplar/Loft District),2021-02-17 09:59,1.0,39.963288,-75.158611,both pets,in unit,off-street,multi
1805,"830 South St, Unit 2R- Bi-Level Apt with Washer/Dryer in Unit!",1685.0,1077.385775862069,https://philadelphia.craigslist.org/apa/d/philadelphia-830-south-st-unit-2r-bi/7267445411.html,2.0, (Bella Vista),2021-02-17 09:59,1.0,39.942536,-75.156539,no pet,in unit,no,multi
1806,"Smith School, 1300 S. 19th St, Unit 302- Sunny Studio + SPECIAL!!",1175.0,444.9761904761905,https://philadelphia.craigslist.org/apa/d/philadelphia-smith-school-1300-19th-st/7267446635.html,0.0, (Point Breeze),2021-02-17 09:59,1.0,39.935164,-75.175536,dogs,in unit,no,multi
1807,1301 S. Woodstock St- MODERN LUXURY AT IT'S FINEST!!!,3648.0,2350.0,https://philadelphia.craigslist.org/apa/d/philadelphia-1301-woodstock-st-modern/7270861045.html,3.0, (Point Breeze),2021-02-17 09:59,2.5,39.935427,-75.177581,no pet,in unit,proctected,single
1808,"1211 Bainbridge St, Unit 1D- Apt w/ High Ceilings ONE MONTH FREE!!!",1633.0,859.3345070422536,https://philadelphia.craigslist.org/apa/d/philadelphia-1211-bainbridge-st-unit-1d/7267973721.html,1.0, (Hawthorne/Bella Vista),2021-02-17 09:59,1.0,39.942381,-75.162479,both pets,in unit,no,multi
1809,"321 N. Preston, Unit 1R- Bi level 3B2B w/ Huge Patio + LEASING SPECIAL",1512.0,1350.6103896103896,https://philadelphia.craigslist.org/apa/d/philadelphia-321-preston-unit-1r-bi/7270861137.html,3.0, (University City),2021-02-17 09:59,2.0,39.9593,-75.203613,no pet,in unit,no,multi
1810,"2100 St. Albans St, Upper- Spacious Bi-Level Apt on Tree Lined Street!",1850.0,1077.385775862069,https://philadelphia.craigslist.org/apa/d/philadelphia-2100-st-albans-st-upper/7270861188.html,2.0, (Graduate Hospital),2021-02-17 09:59,1.5,39.942662,-75.177505,no pet,in unit,no,multi
1811,"Royal Theater, 1520 South St, Unit 501- Sunny Studio w/ 1 MONTH FREE!",1325.0,444.9761904761905,https://philadelphia.craigslist.org/apa/d/philadelphia-royal-theater-1520-south/7270861104.html,0.0, (Graduate Hospital),2021-02-17 09:59,1.0,39.943889,-75.167504,dogs,in unit,no,multi
1812,"Smith School, 1300 S. 19th St, Unit 219- New STUDIO w/ 6 WEEKS FREE!!",1175.0,444.9761904761905,https://philadelphia.craigslist.org/apa/d/philadelphia-smith-school-1300-19th-st/7267981498.html,0.0, (Point Breeze),2021-02-17 09:59,1.0,39.934568,-75.175669,dogs,in unit,no,multi
1813,"1211 Bainbridge St, Unit 1E- ONE AND ONLY STUDIO PLUS ONE MONTH FREE!!",1395.0,444.9761904761905,https://philadelphia.craigslist.org/apa/d/philadelphia-1211-bainbridge-st-unit-1e/7268001863.html,0.0, (Bella Vista),2021-02-17 09:59,1.0,39.942381,-75.162479,both pets,in unit,no,multi
1814,"715 Sansom St, Unit 3R- Quiet Rear 2 BDRM Apt w/ 2 MONTHS FREE!!",1334.0,1077.385775862069,https://philadelphia.craigslist.org/apa/d/philadelphia-715-sansom-st-unit-3r/7267445547.html,2.0, (Washington Square),2021-02-17 09:58,1.0,39.948641,-75.15274,no pet,in unit,no,multi
1815,2126 Montrose St- 2 Bedroom House in Best Graduate Hospital Location!!,2400.0,1150.0,https://philadelphia.craigslist.org/apa/d/philadelphia-2126-montrose-st-bedroom/7268534136.html,2.0, (Graduate Hospital),2021-02-17 09:58,1.0,39.941022,-75.178295,no pet,in unit,no,single
1817,"715 S. 51st St, Unit 2- Brand New Apt w/ Central Air + 1 MONTH FREE!!",1593.0,1077.385775862069,https://philadelphia.craigslist.org/apa/d/philadelphia-715-51st-st-unit-brand-new/7268476578.html,2.0, (West Philly),2021-02-17 09:58,2.0,39.948239,-75.225307,both pets,in unit,no,multi
1818,"2115 S. 20th St, 1st Flr- 1 BDRM w/ Patio and Finished Basement!",995.0,859.3345070422536,https://philadelphia.craigslist.org/apa/d/philadelphia-2115-20th-st-1st-flr-bdrm/7270861425.html,1.0, (Point Breeze),2021-02-17 09:58,1.5,39.925429,-75.179279,no pet,no laundry,no,multi
1819,"713 S. 51st St, Unit 3- Apt w/ Private Roof Deck + 1 MONTH FREE!!",1688.0,1077.385775862069,https://philadelphia.craigslist.org/apa/d/philadelphia-713-51st-st-unit-apt/7268476371.html,2.0, (West Philly),2021-02-17 09:58,2.0,39.948239,-75.225307,both pets,in unit,no,multi
1820,"531 S. 13th St, Unit 531B- Spacious 2 Bedroom w/ Shared Courtyard!!",1400.0,1022.0,https://philadelphia.craigslist.org/apa/d/philadelphia-531-13th-st-unit-531b/7271941066.html,2.0, (Washington Square West),2021-02-17 09:58,1.0,39.943793,-75.163262,no pet,in unit,no,multi
1821,820 N. 3rd #201- Modern Finishes Throughout w balcony!,1775.0,762.0,https://philadelphia.craigslist.org/apa/d/philadelphia-820-3rd-201-modern/7271804864.html,1.0, (Northern Liberties),2021-02-17 09:58,1.0,39.963718,-75.142796,no pet,in unit,no,multi
1822,"302 S. 10th St, Unit 2- Spacious 1 BDRM with Natural Sunlight!",1450.0,859.3345070422536,https://philadelphia.craigslist.org/apa/d/philadelphia-302-10th-st-unit-spacious/7271810949.html,1.0, (Washington Square),2021-02-17 09:58,1.0,39.946125,-75.157905,no pet,on site,no,multi
1823,2430 Meredith- Stunning Single Family Home w/ High End Finishes!,2950.0,1543.433962264151,https://philadelphia.craigslist.org/apa/d/philadelphia-2430-meredith-stunning/7271429829.html,3.0, (Art Museum/Fairmount),2021-02-17 09:58,2.0,39.968446,-75.17841,both pets,in unit,no,single
1824,"300 Market, Unit 201- Beautiful Studio on Exciting Corner in Old City!",1375.0,444.9761904761905,https://philadelphia.craigslist.org/apa/d/philadelphia-300-market-unit-201/7271555167.html,0.0, (Old City),2021-02-17 09:58,1.0,39.950177,-75.145679,no pet,in unit,no,multi
1825,802 Addison - SINGLE FAMILY HOME w/ GARAGE PARKING!,2345.0,1396.9347826086957,https://philadelphia.craigslist.org/apa/d/philadelphia-802-addison-single-family/7271566433.html,2.0, (Washington Square West),2021-02-17 09:58,1.5,39.943865,-75.155169,no pet,in unit,proctected,single
1827,1350 S. 30th St- Beautifully Renovated Home w/ Washer/Dryer in Unit!!,1295.0,1088.0,https://philadelphia.craigslist.org/apa/d/philadelphia-1350-30th-st-beautifully/7271544540.html,2.0, (Grays Ferry),2021-02-17 09:58,1.0,39.936873,-75.193747,cats,in unit,no,single
1828,2009 E. Cumberland- Charming Home w/ Original Features and Patio!,1270.0,1396.9347826086957,https://philadelphia.craigslist.org/apa/d/philadelphia-2009-cumberland-charming/7271087136.html,2.0, (Kensington/Fishtown),2021-02-17 09:58,1.0,39.985565,-75.127878,cats,in unit,no,single
1829,"825 S. 12th St, Unit B- Newly Renovated Bi-Level Apt w/ Roof Deck!!",2500.0,1350.6103896103896,https://philadelphia.craigslist.org/apa/d/philadelphia-825-12th-st-unit-newly/7271218929.html,3.0, (Hawthorne/Bella Vista),2021-02-17 09:58,1.5,39.939897,-75.162499,no pet,in unit,no,multi
1830,1305 Locust 2C- Spacious Luxury 1 Bed in Elevator Building!,1595.0,859.3345070422536,https://philadelphia.craigslist.org/apa/d/philadelphia-1305-locust-2c-spacious/7271095567.html,1.0, (Washington Square West),2021-02-17 09:58,1.0,39.947959,-75.162564,no pet,in unit,no,multi
1831,820 N. 3rd #302- Huge 3 BDRM w/ Bridge Views from Private Balcony!,2945.0,1450.0,https://philadelphia.craigslist.org/apa/d/philadelphia-820-3rd-302-huge-bdrm/7271103402.html,3.0, (Northern Liberties),2021-02-17 09:58,2.5,39.963718,-75.142796,no pet,in unit,off-street,multi
1832,"2609 Federal, Unit C- Gorgeous Apartment w/ PRIVATE ROOF DECK!!",1750.0,1077.385775862069,https://philadelphia.craigslist.org/apa/d/philadelphia-2609-federal-unit-gorgeous/7275418790.html,2.0, (Point Breeze),2021-02-17 09:58,2.0,39.938714,-75.187005,dogs,in unit,no,multi
1833,"4 Leverington Ave, Unit 203- 1B1B with Exposed Brick",1445.0,859.3345070422536,https://philadelphia.craigslist.org/apa/d/philadelphia-leverington-ave-unit-b1b/7275419004.html,1.0, (Manayunk),2021-02-17 09:58,1.0,40.029192,-75.230491,both pets,in unit,off-street,multi
1834,2117 Manton St- Beautifully Renovated 3 Bedroom Home w/ Patio!,1695.0,1543.433962264151,https://philadelphia.craigslist.org/apa/d/philadelphia-2117-manton-st-beautifully/7275419526.html,3.0, (Point Breeze),2021-02-17 09:58,1.0,39.937214,-75.178957,both pets,in unit,no,single
1835,"717 S. Columbus Blvd, Unit 803- Waterfront Condo w/ VIEWS & PARKING!!",2795.0,1250.0,https://philadelphia.craigslist.org/apa/d/philadelphia-717-columbus-blvd-unit-803/7268476028.html,2.0, (Philadelphia Waterfront/ Queen Village),2021-02-17 09:58,2.0,39.937481,-75.142317,no pet,in unit,proctected,multi
1836,"1509 W. Girard Ave, Unit 3- Beautiful 2 Bed/ 2 Bath with Central Air!",1525.0,1077.385775862069,https://philadelphia.craigslist.org/apa/d/philadelphia-1509-girard-ave-unit/7275921840.html,2.0, (Fairmount/Francisville),2021-02-17 09:58,2.0,39.971683,-75.161122,no pet,in unit,no,multi
1837,"240 Monroe St, Unit 1- Spacious 1 BD on Adorable Tree Lined Street!",1295.0,859.3345070422536,https://philadelphia.craigslist.org/apa/d/philadelphia-240-monroe-st-unit/7275515921.html,1.0, (Queen Village),2021-02-17 09:58,1.0,39.93953,-75.147274,no pet,in unit,no,multi
1838,"19 N. 3rd Street, Unit 5- Luxury 1 BD with Exposed Brick & Balcony!",2135.0,859.3345070422536,https://philadelphia.craigslist.org/apa/d/philadelphia-19-3rd-street-unit-luxury/7275901839.html,1.0, (Old City),2021-02-17 09:58,1.0,39.95093,-75.145272,no pet,in unit,no,multi
1839,"319 N. Preston, Unit 1F- Bi-Level 2 BDRM Apt! LEASING SPECIAL!!",1278.0,1077.385775862069,https://philadelphia.craigslist.org/apa/d/philadelphia-319-preston-unit-1f-bi/7273018149.html,2.0, (University City),2021-02-17 09:58,1.5,39.959631,-75.203433,no pet,in unit,no,multi
1840,"715 Sansom St, Unit 3F- Bright 1 Bedroom with W/D in Unit!!",1283.0,859.3345070422536,https://philadelphia.craigslist.org/apa/d/philadelphia-715-sansom-st-unit-3f/7273240739.html,1.0, (Washington Square),2021-02-17 09:58,1.0,39.948641,-75.15274,no pet,in unit,no,multi
1841,"1737 South Street, Unit 2- Fantastic Apartment on South Street!",1275.0,859.3345070422536,https://philadelphia.craigslist.org/apa/d/philadelphia-1737-south-street-unit/7273029332.html,1.0, (Rittenhouse),2021-02-17 09:58,1.0,39.944318,-75.17091,no pet,in unit,no,multi
1842,"1245 Ridge Ave, Unit 309- Beautiful Brand New 1 Bedroom!!",1450.0,859.3345070422536,https://philadelphia.craigslist.org/apa/d/philadelphia-1245-ridge-ave-unit-309/7277687766.html,1.0, (Poplar/Loft District),2021-02-17 09:58,1.0,39.963903,-75.158964,both pets,in unit,off-street,multi
1843,"1530 Christian Street, Unit 2- Modern Apt w/ WD Close to Center City",1765.0,1077.385775862069,https://philadelphia.craigslist.org/apa/d/philadelphia-1530-christian-street-unit/7273022626.html,2.0, (Graduate Hospital),2021-02-17 09:58,1.0,39.94022,-75.168961,no pet,in unit,no,multi
1844,"Hudson Liberties, 526 Brown St, Unit 606-Skyline Views From Your Apt!",2425.0,1100.0,https://philadelphia.craigslist.org/apa/d/philadelphia-hudson-liberties-526-brown/7270980740.html,2.0, (Northern Liberties),2021-02-17 09:58,2.0,39.964311,-75.146764,cats,in unit,off-street,multi
1845,"Hudson Liberties, 526 Brown St, Unit 607-New Apt in Elevator Building!",1868.0,680.0,https://philadelphia.craigslist.org/apa/d/philadelphia-hudson-liberties-526-brown/7271021044.html,1.0, (Northern Liberties),2021-02-17 09:58,1.5,39.964311,-75.146764,cats,in unit,off-street,multi
1846,"Hudson Liberties, 526 Brown St, Unit 605- High End European Fixtures!!",1627.0,572.0,https://philadelphia.craigslist.org/apa/d/philadelphia-hudson-liberties-526-brown/7270998340.html,1.0, (Northern Liberties),2021-02-17 09:58,1.0,39.964311,-75.146764,cats,in unit,off-street,multi
1847,"715 Sansom St, Unit 4F- Bright and Sunny 1 Bedroom on Jewelers Row!",1595.0,859.3345070422536,https://philadelphia.craigslist.org/apa/d/philadelphia-715-sansom-st-unit-4f/7275422007.html,1.0, (Washington Square),2021-02-17 09:58,1.0,39.948614,-75.152515,no pet,in unit,no,multi
1848,416 N. Saunders Ave- Huge 5 BDRM in w/ Large Patio!!,1545.0,1909.0,https://philadelphia.craigslist.org/apa/d/philadelphia-416-saunders-ave-huge-bdrm/7275421703.html,5.0, (West Powelton/ University City),2021-02-17 09:58,2.5,39.96075,-75.198858,no pet,in unit,no,multi
1850,"1 bed- Lap Pool, 24 Hour Emergency Maintenance, Business Center",1490.0,646.0,https://philadelphia.craigslist.org/apa/d/paoli-bed-lap-pool-24-hour-emergency/7278650194.html,1.0, (Malvern),2021-02-17 09:55,1.0,40.037661,-75.50867,both pets,in unit,protected,multi
1852,The Good Life Awaits You!,2039.0,767.0,https://philadelphia.craigslist.org/apa/d/philadelphia-the-good-life-awaits-you/7278651722.html,1.0, (Philadelphia),2021-02-17 09:55,1.0,39.958523,-75.165587,both pets,in unit,proctected,multi
1858,Graduate Hospital Luxury BiLevel w Yard,2050.0,1100.0,https://philadelphia.craigslist.org/apa/d/graduate-hospital-luxury-bilevel-yard/7268198932.html,2.0, (2041 Bainbridge St-unit#1),2021-02-17 09:53,1.0,39.943969,-75.175241,both pets,in unit,no,multi
1859,"+++ 1 BEDROOM,LIVING ROOM AND FULL BATH.GREAT LIGHTING.HARDWOOD FLOOR",700.0,859.3345070422536,https://philadelphia.craigslist.org/apa/d/philadelphia-bedroomliving-room-and/7278652601.html,1.0," (Philadelphia, PA)",2021-02-17 09:53,1.0,40.0118,-75.1456,both pets,in unit,off-street,multi
1860,"2nd Floor 2 Bed, 2 Bath With Balcony and HUGE Kitchen!!!",1565.0,1070.0,https://philadelphia.craigslist.org/apa/d/thorndale-2nd-floor-bed-bath-with/7273186712.html,2.0, (Thorndale),2021-02-17 09:52,2.0,39.999843,-75.764019,both pets,in unit,off-street,multi
1861,MAKE OUR WONDERFUL COMMUNITY YOUR HOME WALLINGFORD ESTATES!!!,935.0,859.3345070422536,https://philadelphia.craigslist.org/apa/d/woodlyn-make-our-wonderful-community/7278651712.html,1.0, (Delaware County),2021-02-17 09:52,1.0,39.86963,-75.367928,no pet,on site,off-street,multi
1862,Ground Floor 1 Bed Apartment With HUGE Kitchen!!!,1480.0,910.0,https://philadelphia.craigslist.org/apa/d/thorndale-ground-floor-bed-apartment/7273193163.html,1.0, (Thorndale),2021-02-17 09:52,1.0,39.999347,-75.763085,both pets,in unit,off-street,multi
1863,READY NOW!! Gas Fireplace Surrounded By Built-In Bookshelves!!,1620.0,1170.0,https://philadelphia.craigslist.org/apa/d/thorndale-ready-now-gas-fireplace/7273193478.html,2.0, (Thorndale),2021-02-17 09:52,2.0,39.998844,-75.76759,both pets,in unit,off-street,multi
1864,"WOW!!!! Cheapest 2 Bed, 2.5 Bath Townhome!!!!",1720.0,1400.0,https://philadelphia.craigslist.org/apa/d/thorndale-wow-cheapest-bed-25-bath/7273194056.html,2.0, (Thorndale),2021-02-17 09:52,2.5,39.999286,-75.762424,both pets,in unit,off-street,single
1865,"2 Bed, 2.5 Bath W/FINISHED WALKOUT BASEMENT!!",1915.0,1800.0,https://philadelphia.craigslist.org/apa/d/thorndale-bed-25-bath-finished-walkout/7273194342.html,2.0, (Thorndale),2021-02-17 09:51,2.5,40.000164,-75.765727,both pets,in unit,off-street,single
1866,"HUGE Kitchen - Ground Floor 2 Bed, 2 Bath",1565.0,1070.0,https://philadelphia.craigslist.org/apa/d/thorndale-huge-kitchen-ground-floor-bed/7273186165.html,2.0, (Thorndale),2021-02-17 09:51,2.0,39.999904,-75.768307,both pets,in unit,off-street,multi
1867,"Dog Run, Outdoor Movie Wall, Grills/Fireplace Roof Lounge",2020.0,796.0,https://philadelphia.craigslist.org/apa/d/philadelphia-dog-run-outdoor-movie-wall/7274627925.html,1.0," (1000 South Broad Street, Philadelphia, PA)",2021-02-17 09:51,1.0,39.939062,-75.166569,both pets,in unit,proctected,multi
1868,"Need more space? Schedule a tour of your new 2 bed, 2 bath today!",1938.0,1077.385775862069,https://philadelphia.craigslist.org/apa/d/lafayette-hill-need-more-space-schedule/7278655838.html,2.0, (Lafayette Hill),2021-02-17 09:51,2.0,40.0896,-75.2601,both pets,in unit,off-street,multi
1871,"ENTER INTO THIS FIRST FLOOR APARTMENT TO AN OPEN LIVING SPACE, A GORGE",2050.0,1428.0,https://philadelphia.craigslist.org/apa/d/philadelphia-enter-into-this-first/7278650156.html,2.0, (522 S JUNIPER ST #1),2021-02-17 09:50,1.5,39.9362,-75.1563,both pets,on site,no,multi
1873,1 bedroom 1 bathroom,500.0,859.3345070422536,https://philadelphia.craigslist.org/apa/d/philadelphia-bedroom-bathroom/7278631494.html,1.0," (Philadelphia, PA)",2021-02-17 09:50,1.0,39.9513,-75.1741,both pets,in unit,proctected,multi
1875,Fantastic Bi-Level 2 Bedroom & Den/1.5 Bath Apt Available For Rent.,1650.0,1077.385775862069,https://philadelphia.craigslist.org/apa/d/philadelphia-fantastic-bi-level-bedroom/7269023166.html,2.0, (Art Museum Area),2021-02-17 09:48,1.5,39.9677,-75.1735,no pet,in unit,no,multi
1876,FABULOUS BI-LEVEL 1 BEDROOM,1450.0,859.3345070422536,https://philadelphia.craigslist.org/apa/d/philadelphia-fabulous-bi-level-bedroom/7276063945.html,1.0, (Fitler Square Area),2021-02-17 09:48,1.0,39.9379,-75.1794,no pet,in unit,no,multi
1877,Super Bi-Level 2 Bedroom In The Heart Of Fairmount,1575.0,1077.385775862069,https://philadelphia.craigslist.org/apa/d/philadelphia-super-bi-level-bedroom-in/7274946945.html,2.0, (Art Museum Area),2021-02-17 09:48,1.0,39.9677,-75.1735,no pet,in unit,no,multi
1878,"Schedule a Tour, Pet Friendly, Fenced Dog Park",1725.0,1078.0,https://philadelphia.craigslist.org/apa/d/bridgeport-schedule-tour-pet-friendly/7278653175.html,2.0, (Norristown),2021-02-17 09:45,2.0,40.110645,-75.324535,both pets,in unit,no,multi
1879,"3 Bed, 2 Bath and Off-Street Parking",1995.0,1300.0,https://philadelphia.craigslist.org/apa/d/philadelphia-bed-bath-and-off-street/7278653084.html,3.0, (Fishtown),2021-02-17 09:45,2.0,39.980864,-75.128853,both pets,in unit,off-street,multi
1880,1 Bedroom Marshall $1462.00,1502.0,738.0,https://philadelphia.craigslist.org/apa/d/norristown-bedroom-marshall/7267727302.html,1.0," (King Of Prussia, Valley Forge)",2021-02-17 09:45,1.0,40.1496,-75.3796,both pets,on site,off-street,multi
1883,THIS ONE-BEDROOM CONDO IN THE CENTER CITY WEST/RITTENHOUSE SQUAR,1650.0,530.0,https://philadelphia.craigslist.org/apa/d/philadelphia-this-one-bedroom-condo-in/7278644000.html,1.0, (37 S 20TH ST #6C),2021-02-17 09:44,1.0,39.9513,-75.1741,both pets,on site,no,multi
1885,"Complete Renovation, Quiet Street, 400 block Delphine!!! A must see!!!",1200.0,1350.6103896103896,https://philadelphia.craigslist.org/apa/d/philadelphia-complete-renovation-quiet/7267292752.html,3.0, (Philadelphia),2021-02-17 09:41,1.0,40.032352,-75.131393,no pet,no laundry,no,multi
1887,Amazing Apartment for Rent in Center City Philadelphia,1600.0,1000.0,https://philadelphia.craigslist.org/apa/d/amazing-apartment-for-rent-in-center/7278647401.html,3.0, (Spring Garden St at Spring Art Point),2021-02-17 09:38,2.0,39.961651,-75.15614,no pet,in unit,no,multi
1890,Get on our calendar for our Open House this Saturday!,1370.0,1077.385775862069,https://philadelphia.craigslist.org/apa/d/philadelphia-get-on-our-calendar-for/7278649704.html,2.0, (Northeast Philadelphia),2021-02-17 09:37,1.0,40.0596,-75.0818,both pets,in unit,no,multi
1892,"ENJOY AN UPDATED KITCHEN, LARGE LIVING ROOM WITH CHARMING FIREPLACE",1750.0,1428.0,https://philadelphia.craigslist.org/apa/d/philadelphia-enjoy-an-updated-kitchen/7278644017.html,2.0, (522 S JUNIPER ST #2),2021-02-17 09:36,1.5,39.9362,-75.1563,both pets,on site,no,multi
1900,159 W Hansberry St - 2 bedrooms 1 full bath,1050.0,1396.9347826086957,https://philadelphia.craigslist.org/apa/d/philadelphia-159-hansberry-st-bedrooms/7278647350.html,2.0, (germantown),2021-02-17 09:31,1.0,40.028016,-75.170241,cats,no laundry,no,single
1901,Luxury Living @ 1320 Franklin St,1700.0,1077.385775862069,https://philadelphia.craigslist.org/apa/d/philadelphia-luxury-living-franklin-st/7278647277.html,2.0, (Philadelphia),2021-02-17 09:31,1.0,39.978,-75.1459,no pet,in unit,no,multi
1905,Gorgeous 1st Floor on the park,1500.0,800.0,https://philadelphia.craigslist.org/apa/d/philadelphia-gorgeous-1st-floor-on-the/7278646271.html,1.0, (Queens Village),2021-02-17 09:29,1.0,39.9362,-75.1563,no pet,on site,no,multi
1908,"9 to 11 ft High Ceilings, Chef-Inspired Kitchens, Community Room",1705.0,681.0,https://philadelphia.craigslist.org/apa/d/valley-forge-to-11-ft-high-ceilings/7276559926.html,1.0, (King Of Prussia),2021-02-17 09:27,1.0,40.099007,-75.411432,both pets,in unit,protected,multi
1911,"6 Weeks Rent FREE, Move by Feb 28th! Contact Us Today!",1650.0,1100.0,https://philadelphia.craigslist.org/apa/d/king-of-prussia-weeks-rent-free-move-by/7278636159.html,2.0, (King of Prussia),2021-02-17 09:25,1.0,40.092349,-75.36913,both pets,in unit,off-street,multi
1912,Bright 2 Bedroom in Old City - Newly Rehabbed,2000.0,1050.0,https://philadelphia.craigslist.org/apa/d/bright-bedroom-in-old-city-newly/7278644290.html,2.0, (OLD CITY),2021-02-17 09:23,2.0,39.952714,-75.145669,both pets,in unit,no,multi
1913,Best location!  Great boutique property,2075.0,957.0,https://philadelphia.craigslist.org/apa/d/philadelphia-best-location-great/7276628725.html,2.0, (Manayunk),2021-02-17 09:23,2.0,40.026232,-75.223569,both pets,in unit,off-street,multi
1915,*Apt.1Br. Sunny Private Deck Great location across from Park,1200.0,859.3345070422536,https://philadelphia.craigslist.org/apa/d/philadelphia-apt1br-sunny-private-deck/7271628326.html,1.0, (11th&Pine st. Center City Phila.),2021-02-17 09:23,1.0,39.94497,-75.160316,no pet,on site,no,multi
1919,Third floor living! Apply today!!,895.0,680.0,https://philadelphia.craigslist.org/apa/d/bristol-third-floor-living-apply-today/7278641612.html,1.0, (BRISTOL),2021-02-17 09:17,1.0,40.117974,-74.864509,cats,on site,off-street,multi
1920,Camelot Apartments - 2BR  w/Walkin Closet & hw -Walk to Drexel & Penn,1450.0,700.0,https://philadelphia.craigslist.org/apa/d/philadelphia-camelot-apartments-2br/7263886564.html,2.0, (University City / Drexel / Powelton),2021-02-17 09:16,1.0,39.962607,-75.194297,both pets,on site,no,multi
1921,"Sylvania Gardens - Studios Feat. H/w Floors, Updated Kitchen,& Pets OK",925.0,500.0,https://philadelphia.craigslist.org/apa/d/philadelphia-sylvania-gardens-studios/7265427262.html,0.0, (University City / UPenn),2021-02-17 09:16,1.0,39.951939,-75.218486,both pets,on site,no,multi
1925,"Three tot lots with modern play equipment, Central air, Ceiling fans",2295.0,1660.0,https://philadelphia.craigslist.org/apa/d/blooming-glen-three-tot-lots-with/7267616776.html,2.0," (One Applewood Drive, Perkasie, PA)",2021-02-17 09:10,2.5,40.3765,-75.2648,no pet,in unit,off-street,multi
1926,"1 bed- Garage Parking, Movie Theatre, Pet friendly Community",1520.0,646.0,https://philadelphia.craigslist.org/apa/d/paoli-bed-garage-parking-movie-theatre/7275419827.html,1.0, (Malvern),2021-02-17 09:09,1.0,40.037661,-75.50867,both pets,in unit,protected,multi
1927,Pre-Lease for April!,945.0,680.0,https://philadelphia.craigslist.org/apa/d/bristol-pre-lease-for-april/7278638793.html,1.0, (BRISTOL),2021-02-17 09:09,1.0,40.117924,-74.864702,cats,on site,off-street,multi
1928,"Great location || Spacious, new apartments || 2 months free rent!",1910.0,794.0,https://philadelphia.craigslist.org/apa/d/philadelphia-great-location-spacious/7278638286.html,1.0," (Fishtown, Northern Liberties, Olde Kensington)",2021-02-17 09:07,1.0,39.970941,-75.139247,both pets,in unit,proctected,multi
1929,"AUGUST: Furnished 5BR, 2.5BA House Near Main Street with Parking",3500.0,4500.0,https://philadelphia.craigslist.org/apa/d/philadelphia-august-furnished-5br-25ba/7265580130.html,5.0, (Manayunk),2021-02-17 09:07,2.5,40.027368,-75.22429,no pet,in unit,off-street,single
1930,Special!! 2BR/2BA w Washer/Dryer! $500 off March rent!,1760.0,1200.0,https://philadelphia.craigslist.org/apa/d/haverford-special-2br-2ba-washer-dryer/7278637989.html,2.0, (Bryn Mawr),2021-02-17 09:07,2.0,40.017911,-75.320931,both pets,in unit,off-street,multi
1933,"Huge 2BR/1 BA AVAILABLE NOW,  A+ Location, Pets, Great Price!!!",1610.0,1050.0,https://philadelphia.craigslist.org/apa/d/haverford-huge-2br-ba-available-now/7278636340.html,2.0, (Bryn Mawr),2021-02-17 09:03,1.0,40.017911,-75.320931,both pets,on site,off-street,multi
1940,NEWLY RENOVATED 1 BEDROOM/ BATHROOM UNIT ON DELANCEY STREET IN RITTENH,1650.0,859.6123583943338,https://philadelphia.craigslist.org/apa/d/philadelphia-newly-renovated-bedroom/7275366016.html,1.0, (1836 DELANCEY ST #3),2021-02-17 09:00,1.0,39.9513,-75.1741,both pets,on site,no,multi
